match_date,home_team_raw,away_team_raw,home_goals,away_goals,result,home_goals_ht,away_goals_ht,result_ht,referee,home_shots,away_shots,home_shots_target,away_shots_target,home_corners,away_corners,home_fouls,away_fouls,home_yellows,away_yellows,home_reds,away_reds,odds_home_pinnacle_close,odds_draw_pinnacle_close,odds_away_pinnacle_close,odds_home_b365_close,odds_draw_b365_close,odds_away_b365_close,season,home_team,away_team
2012-11-28,Southampton,Norwich,1,1,D,1,1,D,M Clattenburg,8,9,2,5,3,7,11,7,1,1,0,0,1.98,3.69,4.09,2.0,3.4,3.8,2012-13,Southampton,Norwich City
2012-11-28,Stoke,Newcastle,2,1,H,0,0,D,H Webb,11,7,5,6,7,2,12,12,2,2,0,0,2.15,3.31,3.94,1.91,3.4,4.2,2012-13,Stoke City,Newcastle United
2012-11-28,Swansea,West Brom,3,1,H,3,1,H,L Mason,13,6,8,2,5,2,10,16,0,4,0,0,2.29,3.48,3.37,2.3,3.4,3.1,2012-13,Swansea City,West Bromwich Albion
2012-11-28,Tottenham,Liverpool,2,1,H,2,0,H,P Dowd,14,14,7,9,1,12,4,14,1,2,0,0,2.58,3.4,2.95,2.4,3.4,2.88,2012-13,Tottenham Hotspur,Liverpool
2012-11-28,Wigan,Man City,0,2,A,0,0,D,M Halsey,9,15,4,6,6,6,13,12,1,1,0,0,7.45,4.91,1.47,6.0,4.2,1.53,2012-13,Wigan Athletic,Manchester City
2012-12-01,Arsenal,Swansea,0,2,A,0,0,D,M Clattenburg,10,12,8,10,8,5,11,9,1,0,0,0,1.49,4.54,7.64,1.44,4.5,7.0,2012-13,Arsenal,Swansea City
2012-12-01,Fulham,Tottenham,0,3,A,0,0,D,C Foy,8,10,2,6,2,1,10,8,0,2,0,0,3.0,3.48,2.49,2.88,3.3,2.5,2012-13,Fulham,Tottenham Hotspur
2012-12-01,Liverpool,Southampton,1,0,H,1,0,H,M Oliver,24,8,11,4,10,4,10,8,2,0,0,0,1.37,5.29,9.97,1.4,4.5,8.5,2012-13,Liverpool,Southampton
2012-12-01,Man City,Everton,1,1,D,1,1,D,L Probert,9,8,6,5,5,2,16,12,2,1,0,0,1.56,4.3,6.81,1.5,4.0,7.0,2012-13,Manchester City,Everton
2012-12-01,QPR,Aston Villa,1,1,D,1,1,D,H Webb,17,7,12,3,11,4,5,6,1,2,0,0,1.98,3.54,4.28,1.95,3.5,4.0,2012-13,Queens Park Rangers,Aston Villa
2012-12-01,Reading,Man United,3,4,A,3,4,A,M Halsey,10,10,7,5,6,1,10,12,1,1,0,0,7.47,4.83,1.47,7.5,4.75,1.4,2012-13,Reading,Manchester United
2012-12-01,West Brom,Stoke,0,1,A,0,0,D,K Friend,14,6,11,4,5,5,8,15,0,3,0,0,2.27,3.31,3.56,2.1,3.25,3.75,2012-13,West Bromwich Albion,Stoke City
2012-12-01,West Ham,Chelsea,3,1,H,0,1,A,M Atkinson,16,16,13,9,14,5,15,6,1,2,0,0,4.84,3.62,1.85,4.0,3.5,1.91,2012-13,West Ham United,Chelsea
2012-12-02,Norwich,Sunderland,2,1,H,2,1,H,P Dowd,7,16,5,6,2,6,11,16,0,2,0,0,2.08,3.38,4.12,2.1,3.3,3.6,2012-13,Norwich City,Sunderland
2012-12-03,Newcastle,Wigan,3,0,H,2,0,H,M Jones,16,9,8,4,4,4,12,14,1,3,0,1,2.06,3.52,3.94,2.0,3.4,3.75,2012-13,Newcastle United,Wigan Athletic
2012-12-08,Arsenal,West Brom,2,0,H,1,0,H,M Jones,16,7,7,2,7,4,11,12,2,3,0,0,1.58,4.09,6.93,1.5,4.33,6.5,2012-13,Arsenal,West Bromwich Albion
2012-12-08,Aston Villa,Stoke,0,0,D,0,0,D,R East,9,1,5,0,3,2,8,13,0,1,0,1,2.71,3.17,2.97,2.4,3.2,3.1,2012-13,Aston Villa,Stoke City
2012-12-08,Southampton,Reading,1,0,H,0,0,D,J Moss,18,6,9,2,7,4,11,10,0,0,0,0,1.88,3.85,4.38,1.91,3.6,4.0,2012-13,Southampton,Reading
2012-12-08,Sunderland,Chelsea,1,3,A,0,2,A,M Halsey,14,11,10,5,11,1,11,14,1,3,0,0,6.84,3.95,1.61,4.75,3.5,1.8,2012-13,Sunderland,Chelsea
2012-12-08,Swansea,Norwich,3,4,A,0,3,A,H Webb,21,10,10,8,6,2,12,9,2,1,0,0,1.71,3.97,5.4,1.8,3.6,4.5,2012-13,Swansea City,Norwich City
2012-12-08,Wigan,QPR,2,2,D,1,1,D,P Dowd,14,8,9,4,11,4,7,11,0,1,0,0,2.18,3.65,3.49,2.3,3.4,3.1,2012-13,Wigan Athletic,Queens Park Rangers
2012-12-09,Everton,Tottenham,2,1,H,0,0,D,K Friend,17,8,11,6,4,4,10,9,2,2,0,0,1.9,3.82,4.3,2.0,3.5,3.75,2012-13,Everton,Tottenham Hotspur
2012-12-09,Man City,Man United,2,3,A,0,2,A,M Atkinson,16,8,11,3,8,2,11,9,4,3,0,0,2.08,3.43,3.96,2.2,3.5,3.2,2012-13,Manchester City,Manchester United
2012-12-09,West Ham,Liverpool,2,3,A,2,1,H,L Probert,9,16,6,8,2,5,12,10,1,2,0,0,3.28,3.27,2.44,3.0,3.3,2.38,2012-13,West Ham United,Liverpool
2012-12-10,Fulham,Newcastle,2,1,H,1,0,H,L Mason,16,20,7,13,5,4,13,11,0,0,0,0,2.04,3.67,3.9,1.91,3.6,4.0,2012-13,Fulham,Newcastle United
2012-12-11,Sunderland,Reading,3,0,H,2,0,H,N Swarbrick,16,12,11,5,6,8,8,11,2,1,0,0,1.93,3.55,4.53,2.0,3.5,3.75,2012-13,Sunderland,Reading
2012-12-15,Liverpool,Aston Villa,1,3,A,0,2,A,N Swarbrick,26,9,17,6,7,2,4,11,1,2,0,0,1.36,5.36,10.26,1.36,4.75,9.0,2012-13,Liverpool,Aston Villa
2012-12-15,Man United,Sunderland,3,1,H,2,0,H,C Foy,15,13,6,10,9,9,13,10,0,0,0,0,1.21,7.72,15.9,1.2,6.5,15.0,2012-13,Manchester United,Sunderland
2012-12-15,Newcastle,Man City,1,3,A,0,2,A,A Marriner,17,16,8,10,12,7,9,16,3,2,0,0,5.92,4.17,1.63,5.5,3.75,1.67,2012-13,Newcastle United,Manchester City
2012-12-15,Norwich,Wigan,2,1,H,1,0,H,L Probert,16,12,10,6,7,3,7,4,3,1,0,0,2.29,3.57,3.26,2.2,3.4,3.25,2012-13,Norwich City,Wigan Athletic
2012-12-15,QPR,Fulham,2,1,H,0,0,D,M Atkinson,19,6,9,3,3,3,10,14,1,2,0,0,2.66,3.45,2.82,2.4,3.4,2.88,2012-13,Queens Park Rangers,Fulham
2012-12-15,Stoke,Everton,1,1,D,0,1,A,M Halsey,14,9,8,5,4,8,11,13,1,0,0,0,3.47,3.13,2.41,3.1,3.2,2.4,2012-13,Stoke City,Everton
2012-12-16,Tottenham,Swansea,1,0,H,0,0,D,M Dean,24,4,16,0,9,3,12,8,2,3,0,0,1.69,4.0,5.55,1.62,4.0,5.5,2012-13,Tottenham Hotspur,Swansea City
2012-12-16,West Brom,West Ham,0,0,D,0,0,D,P Dowd,19,10,10,2,8,2,12,9,3,3,0,0,2.04,3.55,4.01,2.0,3.5,3.75,2012-13,West Bromwich Albion,West Ham United
2012-12-17,Reading,Arsenal,2,5,A,0,3,A,A Taylor,7,25,5,17,3,7,8,4,1,1,0,0,5.97,4.33,1.61,5.5,4.0,1.62,2012-13,Reading,Arsenal
2012-12-22,Liverpool,Fulham,4,0,H,2,0,H,M Clattenburg,22,7,12,6,8,2,13,6,1,2,0,0,1.47,4.59,8.41,1.53,4.0,6.5,2012-13,Liverpool,Fulham
2012-12-22,Man City,Reading,1,0,H,0,0,D,M Dean,17,6,10,1,12,3,11,15,2,3,0,0,1.12,10.74,24.11,1.14,8.0,19.0,2012-13,Manchester City,Reading
2012-12-22,Newcastle,QPR,1,0,H,0,0,D,K Friend,18,5,8,4,10,3,9,16,3,2,0,0,2.16,3.4,3.76,2.1,3.4,3.5,2012-13,Newcastle United,Queens Park Rangers
2012-12-22,Southampton,Sunderland,0,1,A,0,1,A,H Webb,13,10,7,6,8,5,11,15,0,3,0,0,2.17,3.48,3.67,2.0,3.5,3.75,2012-13,Southampton,Sunderland
2012-12-22,Tottenham,Stoke,0,0,D,0,0,D,L Mason,21,4,14,2,11,4,8,11,2,5,0,0,1.62,3.81,6.92,1.62,3.75,6.0,2012-13,Tottenham Hotspur,Stoke City
2012-12-22,West Brom,Norwich,2,1,H,1,1,D,M Atkinson,12,10,8,4,6,5,14,9,1,1,0,0,2.08,3.49,3.94,1.91,3.6,4.0,2012-13,West Bromwich Albion,Norwich City
2012-12-22,West Ham,Everton,1,2,A,1,0,H,A Taylor,6,15,5,8,3,5,12,8,1,0,1,1,3.01,3.35,2.56,2.88,3.25,2.5,2012-13,West Ham United,Everton
2012-12-22,Wigan,Arsenal,0,1,A,0,0,D,J Moss,13,10,5,8,4,4,14,8,1,1,0,0,4.78,3.86,1.81,4.75,3.75,1.73,2012-13,Wigan Athletic,Arsenal
2012-12-23,Chelsea,Aston Villa,8,0,H,3,0,H,P Dowd,24,7,18,4,8,4,6,11,0,0,0,0,1.35,5.6,9.8,1.33,5.5,8.5,2012-13,Chelsea,Aston Villa
2012-12-23,Swansea,Man United,1,1,D,1,1,D,M Oliver,14,19,10,16,3,6,11,16,2,4,0,0,4.92,3.97,1.78,5.0,4.0,1.67,2012-13,Swansea City,Manchester United
2012-12-26,Aston Villa,Tottenham,0,4,A,0,0,D,M Clattenburg,4,20,1,16,2,16,11,7,1,0,0,0,4.38,3.64,1.93,3.75,3.5,2.0,2012-13,Aston Villa,Tottenham Hotspur
2012-12-26,Everton,Wigan,2,1,H,0,0,D,L Mason,17,10,9,6,11,2,10,11,1,3,0,0,1.62,4.08,6.25,1.44,4.5,7.0,2012-13,Everton,Wigan Athletic
2012-12-26,Fulham,Southampton,1,1,D,1,0,H,M Oliver,10,7,2,3,3,5,14,12,3,0,0,0,1.98,3.65,4.13,1.85,3.6,4.2,2012-13,Fulham,Southampton
2012-12-26,Man United,Newcastle,4,3,H,1,2,A,M Dean,16,16,10,11,2,2,12,16,3,3,0,0,1.29,6.2,12.5,1.22,6.5,13.0,2012-13,Manchester United,Newcastle United
2012-12-26,Norwich,Chelsea,0,1,A,0,1,A,J Moss,8,20,4,11,5,7,7,7,1,1,0,0,5.46,4.03,1.69,6.0,3.75,1.62,2012-13,Norwich City,Chelsea
2012-12-26,QPR,West Brom,1,2,A,0,1,A,C Foy,18,12,8,6,14,9,9,10,1,0,0,0,2.38,3.54,3.14,2.2,3.4,3.25,2012-13,Queens Park Rangers,West Bromwich Albion
2012-12-26,Reading,Swansea,0,0,D,0,0,D,M Jones,3,10,2,4,6,4,14,17,2,1,0,0,3.04,3.49,2.47,2.9,3.4,2.38,2012-13,Reading,Swansea City
2012-12-26,Stoke,Liverpool,3,1,H,2,1,H,H Webb,7,12,6,6,6,8,11,5,3,1,0,0,4.0,3.31,2.14,3.4,3.2,2.25,2012-13,Stoke City,Liverpool
2012-12-26,Sunderland,Man City,1,0,H,0,0,D,K Friend,12,19,6,12,3,7,14,16,1,3,0,0,7.25,4.42,1.52,6.5,4.0,1.53,2012-13,Sunderland,Manchester City
2012-12-29,Arsenal,Newcastle,7,3,H,1,1,D,C Foy,16,10,12,8,5,6,8,10,0,1,0,0,1.44,4.79,8.25,1.44,4.5,7.0,2012-13,Arsenal,Newcastle United
2012-12-29,Aston Villa,Wigan,0,3,A,0,1,A,K Friend,11,9,4,6,4,3,16,8,3,2,0,0,2.91,3.27,2.7,2.4,3.25,3.0,2012-13,Aston Villa,Wigan Athletic
2012-12-29,Fulham,Swansea,1,2,A,0,1,A,A Marriner,22,10,13,9,9,8,14,12,2,1,0,0,2.27,3.45,3.41,2.1,3.4,3.5,2012-13,Fulham,Swansea City
2012-12-29,Man United,West Brom,2,0,H,1,0,H,J Moss,17,13,14,9,9,6,9,7,1,0,0,0,1.32,5.78,11.26,1.3,5.5,10.0,2012-13,Manchester United,West Bromwich Albion
2012-12-29,Norwich,Man City,3,4,A,1,2,A,M Jones,13,13,8,9,4,9,8,10,3,1,0,1,7.15,4.45,1.52,6.0,4.0,1.57,2012-13,Norwich City,Manchester City
2012-12-29,Reading,West Ham,1,0,H,1,0,H,M Oliver,3,11,2,3,2,2,17,10,3,4,0,0,2.92,3.41,2.59,2.88,3.25,2.5,2012-13,Reading,West Ham United
2012-12-29,Stoke,Southampton,3,3,D,1,3,A,M Clattenburg,10,8,8,7,7,4,6,9,1,2,1,0,1.99,3.51,4.29,1.8,3.5,4.75,2012-13,Stoke City,Southampton
2012-12-29,Sunderland,Tottenham,1,2,A,1,0,H,L Mason,9,18,6,14,3,8,9,15,1,3,0,0,3.62,3.34,2.25,3.5,3.4,2.1,2012-13,Sunderland,Tottenham Hotspur
2012-12-30,Everton,Chelsea,1,2,A,1,1,D,H Webb,12,15,6,10,7,7,14,12,2,3,0,0,3.16,3.5,2.37,2.88,3.3,2.5,2012-13,Everton,Chelsea
2012-12-30,QPR,Liverpool,0,3,A,0,3,A,A Taylor,14,16,7,11,1,9,10,8,2,1,0,0,4.57,3.96,1.83,4.0,3.5,1.91,2012-13,Queens Park Rangers,Liverpool
2013-01-01,Man City,Stoke,3,0,H,1,0,H,M Oliver,17,4,9,3,7,2,6,9,2,2,0,0,1.33,5.17,12.82,1.29,5.5,11.0,2012-13,Manchester City,Stoke City
2013-01-01,Southampton,Arsenal,1,1,D,1,1,D,L Probert,9,6,6,4,3,3,9,6,2,0,0,0,5.12,4.24,1.7,5.0,3.75,1.7,2012-13,Southampton,Arsenal
2013-01-01,Swansea,Aston Villa,2,2,D,1,1,D,M Halsey,23,8,13,6,3,2,7,15,0,4,0,0,1.62,4.09,5.99,1.57,4.0,6.0,2012-13,Swansea City,Aston Villa
2013-01-01,Tottenham,Reading,3,1,H,1,1,D,H Webb,30,7,20,4,12,3,9,9,0,0,0,0,1.34,5.58,10.47,1.33,5.0,10.0,2012-13,Tottenham Hotspur,Reading
2013-01-01,West Brom,Fulham,1,2,A,0,1,A,M Dean,17,10,10,5,10,5,14,6,0,0,0,0,2.0,3.62,4.05,2.0,3.5,3.75,2012-13,West Bromwich Albion,Fulham
2013-01-01,West Ham,Norwich,2,1,H,2,0,H,M Clattenburg,14,9,8,3,11,3,14,7,0,0,0,0,2.0,3.54,4.17,2.1,3.4,3.5,2012-13,West Ham United,Norwich City
2013-01-01,Wigan,Man United,0,4,A,0,2,A,A Marriner,7,14,3,9,1,6,13,5,1,1,0,0,4.88,3.9,1.79,6.0,4.2,1.53,2012-13,Wigan Athletic,Manchester United
2013-01-02,Chelsea,QPR,0,1,A,0,0,D,L Mason,23,8,11,5,14,2,12,8,1,1,0,0,1.29,6.05,12.25,1.2,6.5,15.0,2012-13,Chelsea,Queens Park Rangers
2013-01-02,Liverpool,Sunderland,3,0,H,2,0,H,P Dowd,27,6,16,5,9,5,8,5,0,1,0,0,1.4,5.09,9.17,1.4,4.5,8.5,2012-13,Liverpool,Sunderland
2013-01-02,Newcastle,Everton,1,2,A,1,1,D,M Atkinson,14,7,11,6,4,6,21,7,3,2,0,0,3.82,3.46,2.13,3.0,3.4,2.38,2012-13,Newcastle United,Everton
2013-01-12,Aston Villa,Southampton,0,1,A,0,1,A,M Halsey,16,11,10,4,9,5,9,6,1,1,0,0,2.66,3.39,2.84,2.55,3.5,2.9,2012-13,Aston Villa,Southampton
2013-01-12,Everton,Swansea,0,0,D,0,0,D,P Dowd,16,4,8,2,7,1,13,9,1,4,0,0,1.57,4.37,6.5,1.57,4.2,6.5,2012-13,Everton,Swansea City
2013-01-12,Fulham,Wigan,1,1,D,1,0,H,M Clattenburg,14,15,5,6,6,8,8,15,0,1,0,0,2.18,3.44,3.68,2.05,3.5,4.0,2012-13,Fulham,Wigan Athletic
2013-01-12,Norwich,Newcastle,0,0,D,0,0,D,A Taylor,12,9,3,4,5,4,5,6,0,1,0,0,2.31,3.6,3.21,2.2,3.6,3.4,2012-13,Norwich City,Newcastle United
2013-01-12,QPR,Tottenham,0,0,D,0,0,D,L Probert,4,16,1,8,2,6,10,7,1,1,0,0,4.65,3.86,1.83,4.5,3.8,1.85,2012-13,Queens Park Rangers,Tottenham Hotspur
2013-01-12,Reading,West Brom,3,2,H,0,1,A,K Friend,7,11,7,6,8,4,6,13,1,1,0,0,3.02,3.48,2.49,3.0,3.4,2.5,2012-13,Reading,West Bromwich Albion
2013-01-12,Stoke,Chelsea,0,4,A,0,1,A,A Marriner,11,11,5,9,6,7,13,9,1,0,0,0,5.16,3.57,1.83,4.33,3.5,1.95,2012-13,Stoke City,Chelsea
2013-01-12,Sunderland,West Ham,3,0,H,1,0,H,N Swarbrick,18,9,14,4,4,6,10,13,0,3,0,0,2.68,3.28,2.92,2.38,3.3,3.3,2012-13,Sunderland,West Ham United
2013-01-13,Arsenal,Man City,0,2,A,0,2,A,M Dean,9,16,4,9,2,7,11,18,2,4,1,1,2.85,3.44,2.65,2.63,3.5,2.8,2012-13,Arsenal,Manchester City
2013-01-13,Man United,Liverpool,2,1,H,1,0,H,H Webb,15,12,10,5,3,1,14,16,1,4,0,0,2.06,3.64,3.79,1.91,3.8,4.2,2012-13,Manchester United,Liverpool
2013-01-16,Chelsea,Southampton,2,2,D,2,0,H,M Oliver,19,7,10,3,4,3,10,11,1,0,0,0,1.22,7.4,15.54,1.25,6.5,15.0,2012-13,Chelsea,Southampton
2013-01-19,Liverpool,Norwich,5,0,H,2,0,H,M Oliver,17,5,10,3,10,4,10,8,1,1,0,0,1.34,5.54,10.7,1.33,5.5,10.5,2012-13,Liverpool,Norwich City
2013-01-19,Man City,Fulham,2,0,H,1,0,H,J Moss,20,3,11,0,1,2,12,6,1,2,0,0,1.24,6.7,15.4,1.25,6.5,14.0,2012-13,Manchester City,Fulham
2013-01-19,Newcastle,Reading,1,2,A,1,0,H,A Marriner,15,6,10,2,6,2,9,10,2,3,0,0,1.68,3.87,5.95,1.75,4.0,5.0,2012-13,Newcastle United,Reading
2013-01-19,Swansea,Stoke,3,1,H,0,0,D,M Dean,12,7,6,2,7,6,11,9,0,0,0,0,2.25,3.18,3.75,2.2,3.4,3.6,2012-13,Swansea City,Stoke City
2013-01-19,West Brom,Aston Villa,2,2,D,0,2,A,L Probert,25,11,9,7,8,8,8,10,3,3,0,0,1.93,3.57,4.43,1.75,4.0,5.0,2012-13,West Bromwich Albion,Aston Villa
2013-01-19,West Ham,QPR,1,1,D,0,1,A,H Webb,22,9,13,6,12,2,6,11,1,0,0,0,2.11,3.42,3.93,2.1,3.5,3.75,2012-13,West Ham United,Queens Park Rangers
2013-01-19,Wigan,Sunderland,2,3,A,1,3,A,A Taylor,20,10,11,5,9,0,10,16,3,2,0,0,2.15,3.3,3.93,2.15,3.4,3.8,2012-13,Wigan Athletic,Sunderland
2013-01-20,Chelsea,Arsenal,2,1,H,2,0,H,M Atkinson,13,12,8,8,3,9,10,11,2,1,0,0,2.04,3.64,3.88,1.91,3.6,4.0,2012-13,Chelsea,Arsenal
2013-01-20,Tottenham,Man United,1,1,D,0,1,A,C Foy,23,6,18,4,9,4,7,14,1,4,0,0,3.02,3.6,2.41,2.9,3.6,2.5,2012-13,Tottenham Hotspur,Manchester United
2013-01-21,Southampton,Everton,0,0,D,0,0,D,N Swarbrick,14,10,11,7,10,6,14,11,2,1,0,0,3.79,3.44,2.14,3.6,3.5,2.05,2012-13,Southampton,Everton
2013-01-23,Arsenal,West Ham,5,1,H,1,1,D,A Marriner,23,7,17,5,13,5,9,10,0,1,0,0,1.52,4.4,7.5,1.44,4.75,8.0,2012-13,Arsenal,West Ham United
2013-01-29,Aston Villa,Newcastle,1,2,A,0,2,A,M Dean,10,10,4,7,3,4,16,9,5,2,0,0,2.81,3.35,2.73,2.9,3.4,2.6,2012-13,Aston Villa,Newcastle United
2013-01-29,QPR,Man City,0,0,D,0,0,D,P Dowd,5,15,3,7,2,10,9,9,2,2,0,0,7.98,4.59,1.48,7.5,4.5,1.5,2012-13,Queens Park Rangers,Manchester City
2013-01-29,Stoke,Wigan,2,2,D,1,0,H,M Jones,9,11,4,6,0,1,12,10,1,1,0,0,2.31,3.29,3.49,2.2,3.3,3.75,2012-13,Stoke City,Wigan Athletic
2013-01-29,Sunderland,Swansea,0,0,D,0,0,D,A Marriner,4,18,2,8,3,4,11,11,1,2,0,0,2.62,3.34,2.94,2.5,3.4,3.0,2012-13,Sunderland,Swansea City
2013-01-30,Arsenal,Liverpool,2,2,D,0,1,A,K Friend,14,10,6,5,8,6,9,11,3,1,0,0,2.17,3.5,3.64,2.4,3.5,3.1,2012-13,Arsenal,Liverpool
2013-01-30,Everton,West Brom,2,1,H,2,0,H,M Oliver,11,7,4,4,5,2,9,14,0,2,0,0,1.56,4.26,6.75,1.6,4.1,6.5,2012-13,Everton,West Bromwich Albion
2013-01-30,Fulham,West Ham,3,1,H,1,0,H,C Foy,13,8,6,4,2,8,8,9,2,0,0,0,2.49,3.36,3.11,2.2,3.5,3.5,2012-13,Fulham,West Ham United
2013-01-30,Man United,Southampton,2,1,H,2,1,H,L Mason,11,21,7,10,4,8,10,10,2,1,0,0,1.25,7.0,12.76,1.25,6.5,14.0,2012-13,Manchester United,Southampton
2013-01-30,Norwich,Tottenham,1,1,D,1,0,H,N Swarbrick,8,12,4,7,3,6,13,14,4,1,0,0,4.2,3.67,1.96,4.75,3.75,1.83,2012-13,Norwich City,Tottenham Hotspur
2013-01-30,Reading,Chelsea,2,2,D,0,1,A,M Halsey,5,14,2,5,0,6,8,20,1,2,0,0,6.03,4.29,1.61,7.5,4.5,1.5,2012-13,Reading,Chelsea
2013-02-02,Arsenal,Stoke,1,0,H,0,0,D,C Foy,15,6,9,2,11,1,3,13,0,3,0,0,1.41,4.76,9.98,1.44,4.5,9.0,2012-13,Arsenal,Stoke City
2013-02-02,Everton,Aston Villa,3,3,D,1,2,A,M Jones,22,8,13,4,15,2,6,23,1,4,0,0,1.37,5.11,10.15,1.4,5.0,9.0,2012-13,Everton,Aston Villa
2013-02-02,Fulham,Man United,0,1,A,0,0,D,K Friend,15,13,8,8,5,8,8,15,1,1,0,0,7.2,4.4,1.53,5.5,4.2,1.65,2012-13,Fulham,Manchester United
2013-02-02,Newcastle,Chelsea,3,2,H,1,0,H,H Webb,19,12,13,6,5,4,11,5,2,3,0,0,4.26,3.65,1.95,4.0,3.6,2.0,2012-13,Newcastle United,Chelsea
2013-02-02,QPR,Norwich,0,0,D,0,0,D,J Moss,15,14,7,9,10,8,6,20,2,5,0,0,2.34,3.27,3.52,1.95,3.6,4.33,2012-13,Queens Park Rangers,Norwich City
2013-02-02,Reading,Sunderland,2,1,H,1,1,D,L Mason,9,10,5,6,6,8,12,15,1,3,0,0,2.46,3.34,3.18,2.5,3.4,3.0,2012-13,Reading,Sunderland
2013-02-02,West Ham,Swansea,1,0,H,0,0,D,L Probert,18,11,9,7,5,3,7,9,1,1,0,0,2.49,3.38,3.08,2.4,3.4,3.2,2012-13,West Ham United,Swansea City
2013-02-02,Wigan,Southampton,2,2,D,1,0,H,A Marriner,5,15,3,7,8,5,6,16,0,2,0,0,2.25,3.43,3.47,2.2,3.5,3.5,2012-13,Wigan Athletic,Southampton
2013-02-03,Man City,Liverpool,2,2,D,1,1,D,A Taylor,9,21,5,12,9,10,14,7,2,4,0,0,1.88,3.73,4.58,1.83,3.9,4.5,2012-13,Manchester City,Liverpool
2013-02-03,West Brom,Tottenham,0,1,A,0,0,D,M Clattenburg,4,21,3,13,2,17,9,9,1,0,1,0,3.63,3.4,2.22,3.6,3.4,2.2,2012-13,West Bromwich Albion,Tottenham Hotspur
2013-02-09,Chelsea,Wigan,4,1,H,1,0,H,M Dean,25,13,17,10,10,6,9,13,1,2,0,0,1.37,5.29,9.71,1.36,5.5,9.5,2012-13,Chelsea,Wigan Athletic
2013-02-09,Norwich,Fulham,0,0,D,0,0,D,H Webb,15,7,8,5,3,4,10,16,2,2,0,0,2.42,3.36,3.2,2.3,3.4,3.4,2012-13,Norwich City,Fulham
2013-02-09,Southampton,Man City,3,1,H,2,1,H,M Atkinson,13,7,7,4,6,6,9,13,1,2,0,0,5.49,4.15,1.68,5.75,4.0,1.67,2012-13,Southampton,Manchester City
2013-02-09,Stoke,Reading,2,1,H,0,0,D,M Oliver,13,5,10,4,11,3,7,4,2,0,0,0,1.89,3.49,4.84,1.91,3.5,4.6,2012-13,Stoke City,Reading
2013-02-09,Sunderland,Arsenal,0,1,A,0,1,A,A Taylor,12,18,7,9,11,2,6,13,3,2,0,1,4.55,3.6,1.91,4.5,3.6,1.91,2012-13,Sunderland,Arsenal
2013-02-09,Swansea,QPR,4,1,H,2,0,H,N Swarbrick,13,14,12,8,5,2,10,9,1,3,0,0,1.71,3.84,5.65,1.83,3.75,4.75,2012-13,Swansea City,Queens Park Rangers
2013-02-09,Tottenham,Newcastle,2,1,H,1,1,D,P Dowd,16,9,9,7,11,5,5,11,0,2,0,0,1.64,4.04,6.14,1.67,4.0,5.75,2012-13,Tottenham Hotspur,Newcastle United
2013-02-10,Aston Villa,West Ham,2,1,H,0,0,D,M Clattenburg,7,13,2,7,4,10,15,12,3,2,0,0,3.02,3.28,2.6,2.63,3.4,2.88,2012-13,Aston Villa,West Ham United
2013-02-10,Man United,Everton,2,0,H,2,0,H,M Halsey,10,9,6,8,7,6,12,9,0,2,0,0,1.76,3.87,5.13,1.75,3.9,5.0,2012-13,Manchester United,Everton
2013-02-11,Liverpool,West Brom,0,2,A,0,0,D,J Moss,23,4,14,3,13,5,9,9,1,4,0,0,1.43,4.79,9.1,1.4,5.0,9.0,2012-13,Liverpool,West Bromwich Albion
2013-02-17,Liverpool,Swansea,5,0,H,1,0,H,H Webb,33,4,18,3,10,1,6,9,0,1,0,0,1.39,5.12,9.27,1.57,4.4,6.0,2012-13,Liverpool,Swansea City
2013-02-23,Arsenal,Aston Villa,2,1,H,1,0,H,M Atkinson,24,5,14,3,12,3,7,12,1,2,0,0,1.3,6.08,11.32,1.33,5.5,11.0,2012-13,Arsenal,Aston Villa
2013-02-23,Fulham,Stoke,1,0,H,1,0,H,L Probert,20,7,9,2,9,4,4,9,1,3,0,0,2.13,3.3,4.04,2.2,3.3,3.75,2012-13,Fulham,Stoke City
2013-02-23,Norwich,Everton,2,1,H,0,1,A,L Mason,10,11,9,5,7,5,15,10,1,1,0,0,3.61,3.32,2.25,3.8,3.5,2.1,2012-13,Norwich City,Everton
2013-02-23,QPR,Man United,0,2,A,0,1,A,A Taylor,12,13,5,8,2,4,10,6,0,0,0,0,6.42,4.63,1.54,7.0,4.33,1.53,2012-13,Queens Park Rangers,Manchester United
2013-02-23,Reading,Wigan,0,3,A,0,2,A,P Dowd,7,14,1,8,2,9,9,11,1,1,1,0,2.64,3.33,2.93,2.63,3.4,2.88,2012-13,Reading,Wigan Athletic
2013-02-23,West Brom,Sunderland,2,1,H,1,0,H,R East,17,10,7,6,5,5,13,9,2,1,0,0,1.83,3.62,5.01,2.05,3.5,4.0,2012-13,West Bromwich Albion,Sunderland
2013-02-24,Man City,Chelsea,2,0,H,0,0,D,A Marriner,15,4,11,1,6,6,19,5,3,1,0,0,2.1,3.54,3.84,1.95,3.6,4.33,2012-13,Manchester City,Chelsea
2013-02-24,Newcastle,Southampton,4,2,H,2,1,H,C Foy,11,11,5,7,7,3,12,12,0,4,0,0,2.29,3.44,3.4,2.2,3.5,3.2,2012-13,Newcastle United,Southampton
2013-02-25,West Ham,Tottenham,2,3,A,1,1,D,H Webb,8,25,6,16,6,12,12,7,4,1,0,0,3.72,3.39,2.19,3.6,3.5,2.15,2012-13,West Ham United,Tottenham Hotspur
