match_date,home_team_raw,away_team_raw,home_goals,away_goals,result,home_goals_ht,away_goals_ht,result_ht,referee,home_shots,away_shots,home_shots_target,away_shots_target,home_corners,away_corners,home_fouls,away_fouls,home_yellows,away_yellows,home_reds,away_reds,season,home_team,away_team
2000-08-19,Charlton,Man City,4,0,H,2,0,H,Rob Harris,17,8,14,4,6,6,13,12,1,2,0,0,2000-01,Charlton Athletic,Manchester City
2000-08-19,Chelsea,West Ham,4,2,H,1,0,H,Graham Barber,17,12,10,5,7,7,19,14,1,2,0,0,2000-01,Chelsea,West Ham United
2000-08-19,Coventry,Middlesbrough,1,3,A,1,1,D,Barry Knight,6,16,3,9,8,4,15,21,5,3,1,0,2000-01,Coventry City,Middlesbrough
2000-08-19,Derby,Southampton,2,2,D,1,2,A,Andy D'Urso,6,13,4,6,5,8,11,13,1,1,0,0,2000-01,Derby County,Southampton
2000-08-19,Leeds,Everton,2,0,H,2,0,H,Dermot Gallagher,17,12,8,6,6,4,21,20,1,3,0,0,2000-01,Leeds United,Everton
2000-08-19,Leicester,Aston Villa,0,0,D,0,0,D,Mike Riley,5,5,4,3,5,4,12,12,2,3,0,0,2000-01,Leicester City,Aston Villa
2000-08-19,Liverpool,Bradford,1,0,H,0,0,D,Paul Durkin,16,3,10,2,6,1,8,8,1,1,0,0,2000-01,Liverpool,Bradford City
2000-08-19,Sunderland,Arsenal,1,0,H,0,0,D,Steve Dunn,8,14,2,7,2,9,10,21,3,1,0,1,2000-01,Sunderland,Arsenal
2000-08-19,Tottenham,Ipswich,3,1,H,2,1,H,Alan Wiley,20,15,6,5,3,4,14,13,0,0,0,0,2000-01,Tottenham Hotspur,Ipswich Town
2000-08-20,Man United,Newcastle,2,0,H,1,0,H,Steve Lodge,19,9,9,6,7,1,7,13,0,1,0,0,2000-01,Manchester United,Newcastle United
2000-08-21,Arsenal,Liverpool,2,0,H,1,0,H,Graham Poll,17,7,12,4,10,11,25,20,2,4,1,2,2000-01,Arsenal,Liverpool
2000-08-22,Bradford,Chelsea,2,0,H,1,0,H,Mark Halsey,12,14,3,6,6,4,14,16,0,1,0,0,2000-01,Bradford City,Chelsea
2000-08-22,Ipswich,Man United,1,1,D,1,1,D,Jeff Winter,13,15,8,6,4,6,10,7,1,4,0,0,2000-01,Ipswich Town,Manchester United
2000-08-22,Middlesbrough,Tottenham,1,1,D,0,1,A,Peter Jones,12,11,6,4,5,5,9,18,2,1,0,0,2000-01,Middlesbrough,Tottenham Hotspur
2000-08-23,Everton,Charlton,3,0,H,0,0,D,Andy Hall,13,8,8,4,3,5,17,15,2,1,0,1,2000-01,Everton,Charlton Athletic
2000-08-23,Man City,Sunderland,4,2,H,2,0,H,David Ellaray,15,9,10,4,7,3,24,14,3,3,0,0,2000-01,Manchester City,Sunderland
2000-08-23,Newcastle,Derby,3,2,H,1,1,D,Dermot Gallagher,9,10,4,5,9,6,23,11,0,3,1,0,2000-01,Newcastle United,Derby County
2000-08-23,Southampton,Coventry,1,2,A,0,1,A,F Taylor,12,7,4,5,6,5,18,20,5,3,0,0,2000-01,Southampton,Coventry City
2000-08-23,West Ham,Leicester,0,1,A,0,0,D,Rob Styles,17,4,12,2,11,5,16,14,3,3,1,0,2000-01,West Ham United,Leicester City
2000-08-26,Arsenal,Charlton,5,3,H,1,2,A,Steve Lodge,18,7,9,4,8,3,12,15,0,1,0,0,2000-01,Arsenal,Charlton Athletic
2000-08-26,Bradford,Leicester,0,0,D,0,0,D,Steve Bennett,8,13,4,8,6,8,11,12,1,2,0,0,2000-01,Bradford City,Leicester City
2000-08-26,Everton,Derby,2,2,D,2,0,H,Mike Riley,12,7,9,4,11,2,11,9,2,3,0,0,2000-01,Everton,Derby County
2000-08-26,Ipswich,Sunderland,1,0,H,0,0,D,Graham Poll,14,9,5,3,7,6,10,12,1,1,0,0,2000-01,Ipswich Town,Sunderland
2000-08-26,Man City,Coventry,1,2,A,0,2,A,Andy D'Urso,14,9,5,8,5,5,7,12,2,3,0,0,2000-01,Manchester City,Coventry City
2000-08-26,Middlesbrough,Leeds,1,2,A,0,2,A,Graham Barber,15,16,8,11,4,8,12,20,2,0,0,0,2000-01,Middlesbrough,Leeds United
2000-08-26,Newcastle,Tottenham,2,0,H,1,0,H,David Ellaray,15,10,6,2,4,2,13,10,0,0,0,0,2000-01,Newcastle United,Tottenham Hotspur
2000-08-26,Southampton,Liverpool,3,3,D,0,1,A,Jeff Winter,14,9,7,4,7,1,7,6,0,0,0,0,2000-01,Southampton,Liverpool
2000-08-26,West Ham,Man United,2,2,D,0,1,A,Dermot Gallagher,17,8,8,5,7,5,12,9,1,0,0,0,2000-01,West Ham United,Manchester United
2000-08-27,Aston Villa,Chelsea,1,1,D,1,1,D,Paul Durkin,12,11,9,7,7,10,13,12,0,1,0,0,2000-01,Aston Villa,Chelsea
2000-09-05,Leeds,Man City,1,2,A,0,2,A,Graham Poll,6,8,1,3,9,4,18,24,2,2,0,0,2000-01,Leeds United,Manchester City
2000-09-05,Man United,Bradford,6,0,H,2,0,H,Ian Harris,21,6,12,4,5,1,12,10,0,1,0,0,2000-01,Manchester United,Bradford City
2000-09-05,Sunderland,West Ham,1,1,D,1,1,D,Peter Jones,17,16,7,9,4,11,19,14,2,3,0,0,2000-01,Sunderland,West Ham United
2000-09-05,Tottenham,Everton,3,2,H,1,2,A,Barry Knight,11,11,7,6,7,5,11,10,1,2,0,0,2000-01,Tottenham Hotspur,Everton
2000-09-06,Charlton,Southampton,1,1,D,0,0,D,Mark Halsey,8,11,6,3,10,14,14,16,3,3,1,0,2000-01,Charlton Athletic,Southampton
2000-09-06,Chelsea,Arsenal,2,2,D,1,0,H,Mike Riley,12,13,5,5,7,6,16,22,3,1,0,0,2000-01,Chelsea,Arsenal
2000-09-06,Coventry,Newcastle,0,2,A,0,1,A,Alan Wiley,13,13,3,6,6,8,11,18,1,1,0,0,2000-01,Coventry City,Newcastle United
2000-09-06,Derby,Middlesbrough,3,3,D,0,1,A,Rob Styles,9,5,5,4,11,5,8,10,3,2,0,0,2000-01,Derby County,Middlesbrough
2000-09-06,Leicester,Ipswich,2,1,H,0,0,D,Paul Taylor,12,7,6,3,6,2,12,13,1,1,0,0,2000-01,Leicester City,Ipswich Town
2000-09-06,Liverpool,Aston Villa,3,1,H,3,0,H,Neale Barry,11,9,7,4,8,7,13,7,0,2,0,0,2000-01,Liverpool,Aston Villa
2000-09-09,Bradford,Arsenal,1,1,D,1,0,H,Alan Wiley,9,18,5,11,4,10,17,13,0,2,0,0,2000-01,Bradford City,Arsenal
2000-09-09,Coventry,Leeds,0,0,D,0,0,D,Paul Durkin,9,11,1,5,6,6,15,14,2,2,0,0,2000-01,Coventry City,Leeds United
2000-09-09,Ipswich,Aston Villa,1,2,A,0,1,A,Andy D'Urso,15,5,5,2,5,3,9,13,1,3,0,0,2000-01,Ipswich Town,Aston Villa
2000-09-09,Leicester,Southampton,1,0,H,0,0,D,Mike Dean,17,9,6,5,10,6,6,9,0,0,0,0,2000-01,Leicester City,Southampton
2000-09-09,Liverpool,Man City,3,2,H,1,0,H,Graham Barber,14,9,8,7,9,4,17,17,3,4,0,0,2000-01,Liverpool,Manchester City
2000-09-09,Man United,Sunderland,3,0,H,1,0,H,Neale Barry,15,5,7,1,4,4,18,14,1,3,0,0,2000-01,Manchester United,Sunderland
2000-09-09,Middlesbrough,Everton,1,2,A,1,0,H,Steve Bennett,9,12,5,9,7,7,16,5,3,0,0,0,2000-01,Middlesbrough,Everton
2000-09-09,Newcastle,Chelsea,0,0,D,0,0,D,Graham Poll,10,10,4,3,5,6,17,21,0,3,0,0,2000-01,Newcastle United,Chelsea
2000-09-10,Derby,Charlton,2,2,D,2,0,H,Peter Jones,12,10,6,6,4,11,17,12,3,1,0,0,2000-01,Derby County,Charlton Athletic
2000-09-11,Tottenham,West Ham,1,0,H,0,0,D,Steve Dunn,15,11,7,5,11,3,14,13,1,2,0,0,2000-01,Tottenham Hotspur,West Ham United
2000-09-16,Arsenal,Coventry,2,1,H,1,0,H,Mike Dean,18,6,13,2,8,4,5,13,1,2,0,0,2000-01,Arsenal,Coventry City
2000-09-16,Aston Villa,Bradford,2,0,H,1,0,H,Rob Styles,12,8,7,4,5,6,8,12,0,2,0,0,2000-01,Aston Villa,Bradford City
2000-09-16,Charlton,Tottenham,1,0,H,1,0,H,Jeff Winter,9,10,5,5,7,5,8,10,0,0,0,0,2000-01,Charlton Athletic,Tottenham Hotspur
2000-09-16,Everton,Man United,1,3,A,0,3,A,Dermot Gallagher,6,17,4,9,6,5,10,11,4,1,0,0,2000-01,Everton,Manchester United
2000-09-16,Leeds,Ipswich,1,2,A,1,1,D,Mark Halsey,11,12,6,7,6,3,12,19,1,3,0,0,2000-01,Leeds United,Ipswich Town
2000-09-16,Southampton,Newcastle,2,0,H,0,0,D,Barry Knight,13,10,9,7,4,8,14,14,0,0,0,0,2000-01,Southampton,Newcastle United
2000-09-16,Sunderland,Derby,2,1,H,1,0,H,Paul Taylor,15,10,8,5,4,5,16,28,2,3,0,0,2000-01,Sunderland,Derby County
2000-09-17,Chelsea,Leicester,0,2,A,0,1,A,Graham Barber,16,7,10,5,15,3,16,17,3,1,0,0,2000-01,Chelsea,Leicester City
2000-09-17,Man City,Middlesbrough,1,1,D,0,0,D,Steve Lodge,11,4,4,2,9,3,15,11,2,5,0,0,2000-01,Manchester City,Middlesbrough
2000-09-17,West Ham,Liverpool,1,1,D,0,1,A,David Ellaray,15,7,4,2,9,0,5,13,0,2,0,0,2000-01,West Ham United,Liverpool
2000-09-23,Bradford,Southampton,0,1,A,0,1,A,Steve Dunn,14,6,6,4,7,5,14,18,3,1,0,0,2000-01,Bradford City,Southampton
2000-09-23,Coventry,West Ham,0,3,A,0,2,A,Neale Barry,9,12,2,10,5,6,12,11,0,1,0,0,2000-01,Coventry City,West Ham United
2000-09-23,Derby,Leeds,1,1,D,0,1,A,Barry Knight,13,16,7,6,7,4,17,15,2,2,1,0,2000-01,Derby County,Leeds United
2000-09-23,Ipswich,Arsenal,1,1,D,0,0,D,Paul Durkin,17,10,6,4,4,7,8,13,1,2,0,0,2000-01,Ipswich Town,Arsenal
2000-09-23,Liverpool,Sunderland,1,1,D,1,1,D,Mike Riley,11,8,6,3,12,3,14,18,2,2,0,0,2000-01,Liverpool,Sunderland
2000-09-23,Man United,Chelsea,3,3,D,3,2,H,Peter Jones,11,13,5,5,8,4,15,19,3,2,0,0,2000-01,Manchester United,Chelsea
2000-09-23,Middlesbrough,Aston Villa,1,1,D,0,0,D,Mark Halsey,12,15,5,7,5,5,7,14,3,0,0,0,2000-01,Middlesbrough,Aston Villa
2000-09-23,Newcastle,Charlton,0,1,A,0,1,A,Andy D'Urso,12,4,5,2,4,7,14,10,1,2,0,0,2000-01,Newcastle United,Charlton Athletic
2000-09-23,Tottenham,Man City,0,0,D,0,0,D,Steve Bennett,18,7,5,2,5,4,10,14,0,2,0,0,2000-01,Tottenham Hotspur,Manchester City
2000-09-24,Leicester,Everton,1,1,D,1,0,H,Alan Wiley,10,9,4,3,9,3,14,13,3,1,0,0,2000-01,Leicester City,Everton
2000-09-30,Aston Villa,Derby,4,1,H,2,0,H,David Ellaray,12,11,7,6,6,6,0,1,1,1,0,0,2000-01,Aston Villa,Derby County
2000-09-30,Charlton,Coventry,2,2,D,0,1,A,Rob Styles,12,10,8,6,6,6,8,16,1,2,0,0,2000-01,Charlton Athletic,Coventry City
2000-09-30,Everton,Ipswich,0,3,A,0,1,A,Jeff Winter,7,9,3,7,4,1,6,5,1,0,0,0,2000-01,Everton,Ipswich Town
2000-09-30,Leeds,Tottenham,4,3,H,0,1,A,Neale Barry,14,10,7,5,6,4,11,20,0,2,0,0,2000-01,Leeds United,Tottenham Hotspur
2000-09-30,Man City,Newcastle,0,1,A,0,0,D,Paul Taylor,9,15,7,9,10,8,16,12,0,1,0,0,2000-01,Manchester City,Newcastle United
2000-09-30,Southampton,Middlesbrough,1,3,A,0,2,A,Graham Poll,16,7,8,5,6,6,6,22,2,2,0,0,2000-01,Southampton,Middlesbrough
2000-09-30,West Ham,Bradford,1,1,D,1,0,H,Mike Dean,14,9,6,6,7,2,14,10,3,2,0,0,2000-01,West Ham United,Bradford City
2000-10-01,Arsenal,Man United,1,0,H,1,0,H,Graham Barber,7,13,5,4,3,11,18,17,2,3,0,0,2000-01,Arsenal,Manchester United
2000-10-01,Chelsea,Liverpool,3,0,H,2,0,H,Dermot Gallagher,11,10,5,2,3,1,14,14,1,1,0,0,2000-01,Chelsea,Liverpool
2000-10-01,Sunderland,Leicester,0,0,D,0,0,D,Steve Lodge,11,8,5,2,6,2,12,8,3,1,0,0,2000-01,Sunderland,Leicester City
2000-10-14,Arsenal,Aston Villa,1,0,H,0,0,D,Rob Harris,16,8,10,3,7,4,12,20,1,4,0,1,2000-01,Arsenal,Aston Villa
2000-10-14,Coventry,Tottenham,2,1,H,2,0,H,Peter Jones,0,4,5,5,3,5,12,16,0,4,1,0,2000-01,Coventry City,Tottenham Hotspur
2000-10-14,Everton,Southampton,1,1,D,0,0,D,David Ellaray,7,7,3,4,9,8,16,13,1,3,0,0,2000-01,Everton,Southampton
2000-10-14,Ipswich,West Ham,1,1,D,1,0,H,Neale Barry,11,7,8,2,8,5,10,11,0,4,0,0,2000-01,Ipswich Town,West Ham United
2000-10-14,Leeds,Charlton,3,1,H,1,0,H,Mike Dean,22,10,10,8,8,5,7,9,0,1,0,0,2000-01,Leeds United,Charlton Athletic
2000-10-14,Leicester,Man United,0,3,A,0,1,A,Paul Durkin,10,16,4,5,6,7,8,11,0,0,0,0,2000-01,Leicester City,Manchester United
2000-10-14,Man City,Bradford,2,0,H,2,0,H,Barry Knight,13,10,10,2,5,6,10,16,0,2,0,0,2000-01,Manchester City,Bradford City
2000-10-14,Sunderland,Chelsea,1,0,H,0,0,D,Jeff Winter,16,11,11,2,5,0,12,18,0,1,1,1,2000-01,Sunderland,Chelsea
2000-10-15,Derby,Liverpool,0,4,A,0,1,A,Steve Bennett,6,16,0,11,4,3,18,13,1,1,0,0,2000-01,Derby County,Liverpool
2000-10-16,Middlesbrough,Newcastle,1,3,A,0,1,A,Steve Dunn,8,15,2,8,6,6,8,13,2,1,0,0,2000-01,Middlesbrough,Newcastle United
2000-10-21,Bradford,Ipswich,0,2,A,0,1,A,Paul Taylor,7,12,3,3,9,1,15,14,1,0,0,0,2000-01,Bradford City,Ipswich Town
2000-10-21,Charlton,Middlesbrough,1,0,H,0,0,D,Mike Riley,5,8,2,6,5,6,11,19,2,2,0,0,2000-01,Charlton Athletic,Middlesbrough
2000-10-21,Chelsea,Coventry,6,1,H,2,0,H,Steve Lodge,33,3,19,3,10,0,6,8,0,1,0,1,2000-01,Chelsea,Coventry City
2000-10-21,Liverpool,Leicester,1,0,H,0,0,D,Andy D'Urso,24,8,11,3,10,9,8,10,1,2,0,0,2000-01,Liverpool,Leicester City
2000-10-21,Man United,Leeds,3,0,H,1,0,H,Jeff Winter,26,5,14,0,12,4,9,18,0,2,0,0,2000-01,Manchester United,Leeds United
2000-10-21,Newcastle,Everton,0,1,A,0,0,D,Mark Halsey,11,9,4,4,5,4,9,12,1,3,0,0,2000-01,Newcastle United,Everton
2000-10-21,Tottenham,Derby,3,1,H,2,1,H,Mike Dean,18,8,8,7,7,4,9,16,1,2,0,0,2000-01,Tottenham Hotspur,Derby County
2000-10-21,West Ham,Arsenal,1,2,A,0,2,A,Dermot Gallagher,11,13,3,5,5,4,15,11,1,0,0,0,2000-01,West Ham United,Arsenal
2000-10-22,Aston Villa,Sunderland,0,0,D,0,0,D,Rob Styles,17,7,4,3,7,3,11,17,1,3,0,0,2000-01,Aston Villa,Sunderland
2000-10-23,Southampton,Man City,0,2,A,0,1,A,Alan Wiley,19,11,6,4,9,3,10,15,1,2,0,0,2000-01,Southampton,Manchester City
2000-10-28,Arsenal,Man City,5,0,H,1,0,H,Rob Styles,22,6,14,2,10,4,6,13,0,3,0,1,2000-01,Arsenal,Manchester City
2000-10-28,Aston Villa,Charlton,2,1,H,2,0,H,Dermot Gallagher,12,7,7,4,9,6,13,11,3,2,0,0,2000-01,Aston Villa,Charlton Athletic
2000-10-28,Chelsea,Tottenham,3,0,H,2,0,H,Steve Dunn,9,6,7,3,2,3,12,14,3,3,0,0,2000-01,Chelsea,Tottenham Hotspur
2000-10-28,Ipswich,Middlesbrough,2,1,H,2,0,H,Neale Barry,19,7,11,3,6,1,8,17,0,2,0,0,2000-01,Ipswich Town,Middlesbrough
2000-10-28,Leicester,Derby,2,1,H,1,1,D,Graham Poll,9,7,5,2,7,3,9,18,0,3,0,0,2000-01,Leicester City,Derby County
2000-10-28,Man United,Southampton,5,0,H,2,0,H,Andy D'Urso,16,12,8,5,7,7,5,9,0,0,0,0,2000-01,Manchester United,Southampton
2000-10-28,Sunderland,Coventry,1,0,H,0,0,D,Alan Wiley,11,10,7,4,1,3,17,10,2,2,0,0,2000-01,Sunderland,Coventry City
2000-10-28,West Ham,Newcastle,1,0,H,0,0,D,Mike Riley,11,12,4,5,3,8,15,10,3,2,0,0,2000-01,West Ham United,Newcastle United
2000-10-29,Bradford,Leeds,1,1,D,1,0,H,Steve Lodge,11,12,6,9,5,9,15,15,3,4,0,0,2000-01,Bradford City,Leeds United
2000-10-29,Liverpool,Everton,3,1,H,1,1,D,Paul Durkin,10,9,8,7,9,6,10,10,0,1,0,1,2000-01,Liverpool,Everton
2000-11-04,Charlton,Bradford,2,0,H,2,0,H,Neale Barry,11,12,7,8,3,6,10,20,0,1,0,1,2000-01,Charlton Athletic,Bradford City
2000-11-04,Coventry,Man United,1,2,A,0,2,A,Graham Poll,4,11,2,6,3,9,17,8,1,1,0,0,2000-01,Coventry City,Manchester United
2000-11-04,Leeds,Liverpool,4,3,H,1,2,A,David Ellaray,10,14,7,8,7,7,18,18,1,4,0,0,2000-01,Leeds United,Liverpool
2000-11-04,Man City,Leicester,0,1,A,0,0,D,Mark Halsey,14,3,3,2,9,4,12,14,1,2,0,0,2000-01,Manchester City,Leicester City
2000-11-04,Middlesbrough,Arsenal,0,1,A,0,1,A,Andy D'Urso,4,11,3,8,5,8,10,11,1,1,1,0,2000-01,Middlesbrough,Arsenal
2000-11-04,Newcastle,Ipswich,2,1,H,1,1,D,Alan Wiley,11,8,6,5,7,4,13,7,1,0,0,0,2000-01,Newcastle United,Ipswich Town
2000-11-04,Southampton,Chelsea,3,2,H,2,0,H,Jeff Winter,10,9,4,4,7,7,16,11,4,2,0,0,2000-01,Southampton,Chelsea
